date,FIN,EN,IT,HC,IND,CD,CS,MAT,UTIL,RE,TEL,SPX
2006-08-23,-0.0029939804,-0.0209445583,-0.0048311553,-0.0006190697,-0.0074210092,-0.0088684260,-0.0031709490,-0.0015738143,-0.0104261408,-0.0111779012,-0.0015683582,-0.0044886561
2006-08-24,0.0033034463,0.0129759369,0.0038835427,0.0068151525,-0.0052957251,-0.0052451869,0.0051694329,-0.0078814755,0.0040970330,0.0047095113,0.0025132780,0.0023743945
2006-08-25,-0.0053874048,0.0077890838,0.0029010902,0.0006150945,0.0003130840,0.0000000000,-0.0015824343,0.0031776347,0.0000000000,-0.0010715995,0.0026638129,-0.0007484937
2006-08-28,0.0072218702,-0.0144277176,0.0091613944,0.0064582050,0.0040697826,0.0099253354,0.0039617143,-0.0009505880,0.0075777610,0.0123361949,0.0087512010,0.0051657133
2006-08-29,-0.0041827860,-0.0062740046,0.0090780478,0.0045831328,0.0024948744,0.0073707681,0.0035521758,0.0041220757,0.0008681153,0.0000000000,0.0096050169,0.0019204473
2006-08-30,0.0030007913,-0.0168362496,0.0071022990,0.0006079854,0.0009331733,0.0006099859,0.0027520973,0.0003157381,-0.0052025261,0.0072846815,0.0053704001,0.0008356839
2006-08-31,0.0011959750,-0.0069571245,-0.0037613272,-0.0030394707,0.0021752584,0.0030468736,0.0007849629,0.0047347633,0.0101685773,0.0000000000,-0.0019839009,-0.0011874402
2006-09-01,0.0014944321,0.0149094946,0.0042475130,0.0051827384,0.0071316525,0.0082015471,0.0054855443,0.0113099007,0.0008630124,-0.0049965994,0.0062697637,0.0055146138
2006-09-05,0.0035799546,0.0130971091,0.0051689435,-0.0045493635,0.0021552533,0.0030134255,-0.0035071825,0.0059023007,-0.0106322019,0.0084575410,0.0047114102,0.0017085989
2006-09-06,-0.0032703677,-0.0338916987,-0.0163626949,-0.0036561403,-0.0104456259,-0.0123160379,-0.0027381058,-0.0123532389,-0.0037760609,-0.0051103988,-0.0099831795,-0.0098914831
2006-09-07,-0.0077538775,0.0009038949,-0.0057039610,-0.0073396895,-0.0024838562,0.0033452276,-0.0035289989,-0.0109440857,0.0014577678,-0.0064544837,-0.0064173045,-0.0047990326
2006-09-08,0.0057111340,-0.0252941059,0.0081265927,0.0080098941,0.0018675090,0.0090939651,0.0051160903,0.0037942084,0.0000000000,0.0102085184,0.0024605115,0.0037866682
2006-09-11,0.0005971389,-0.0309545955,0.0085350717,0.0064185612,0.0009321010,0.0078099959,0.0074391562,-0.0267715980,-0.0034934835,0.0014431825,0.0058291012,0.0004773158
2006-09-12,0.0128436754,-0.0063120785,0.0173950764,0.0115392478,0.0093109389,0.0232487104,0.0003887527,0.0116501960,-0.0052589848,0.0129736154,0.0170807488,0.0103574808
2006-09-13,0.0073723258,0.0207894333,0.0000000000,-0.0021016511,0.0101476874,0.0040787440,-0.0073816060,0.0070377216,0.0020563514,0.0090555012,0.0052485275,0.0038613452
2006-09-14,0.0023422626,-0.0222515997,0.0023106215,-0.0012030448,-0.0045661863,-0.0026109865,0.0050878042,-0.0031764382,-0.0041029261,0.0000000000,0.0055190287,-0.0013579833
2006-09-15,0.0030545334,0.0034251984,0.0024943694,0.0016012625,0.0051590673,0.0042539423,0.0010958862,-0.0008655805,0.0003559601,0.0025645830,-0.0014834375,0.0025678464
2006-09-18,-0.0011717345,0.0241083613,-0.0004604126,-0.0003017550,0.0024445602,-0.0052232764,-0.0039091628,0.0121912841,-0.0029658748,-0.0057550509,-0.0022287238,0.0011518266
2006-09-19,0.0017591051,-0.0150659660,-0.0046101185,0.0015093924,-0.0039623195,0.0020421780,0.0023548543,-0.0126784335,0.0020823554,0.0064312687,-0.0019355428,-0.0026794524
2006-09-20,0.0067310739,-0.0267686060,0.0162110607,0.0039180853,0.0055077786,0.0072778746,0.0058732735,0.0086677385,-0.0014845937,-0.0031951859,0.0144711123,0.0057223817
2006-09-21,-0.0069762952,0.0127693054,-0.0095716753,-0.0063044326,-0.0094335611,-0.0054914554,-0.0089526797,-0.0089114195,-0.0014862405,-0.0102565265,-0.0004408072,-0.0053955116
2006-09-22,0.0017559208,-0.0042671736,-0.0059826674,-0.0063442685,-0.0049158122,-0.0008713126,0.0007851247,-0.0009632659,-0.0011908520,0.0051817105,0.0035306917,-0.0024658012
2006-09-25,0.0102279374,0.0013645863,0.0180560253,0.0039526314,0.0120410122,0.0154157579,-0.0062791057,0.0054639264,0.0140091938,-0.0006445513,0.0134873180,0.0088151368
2006-09-26,0.0054962927,0.0219833782,0.0063660449,0.0009082296,0.0125073207,0.0085931710,0.0011846443,0.0198208054,-0.0014697498,0.0001043166,0.0020254298,0.0075242809
2006-09-27,-0.0046027948,0.0165624095,-0.0076818480,0.0027230280,0.0024105954,-0.0017040054,0.0063120680,-0.0021939203,0.0138354281,0.0087186045,-0.0150138683,0.0001795864
2006-09-28,0.0034681840,-0.0031834547,0.0050092983,-0.0018103682,0.0069130932,-0.0002846483,-0.0023523363,0.0028275219,-0.0031935803,-0.0034834400,-0.0039570775,0.0017133445
2006-09-29,-0.0028802974,0.0041329446,-0.0031723247,0.0033256495,-0.0047761595,-0.0054063019,-0.0027508528,-0.0087721052,-0.0099038296,-0.0012941600,0.0060333567,-0.0022631074
2006-10-02,-0.0023109541,-0.0114131792,-0.0072726603,-0.0057251092,0.0029991640,0.0022887443,-0.0066978372,0.0018967356,0.0073554561,-0.0002596497,-0.0086298507,-0.0033911213
2006-10-03,0.0098435272,-0.0367139581,0.0054948504,0.0030305144,0.0062804123,0.0085641539,0.0011899413,-0.0132497043,0.0040883051,0.0097239148,0.0032458517,0.0020956939
2006-10-04,0.0120418018,0.0147350956,0.0154827438,0.0087612253,0.0148587448,0.0144351223,0.0106977007,0.0015986951,0.0040720976,0.0111711780,0.0141172324,0.0120604493
2006-10-05,-0.0005666337,0.0191673750,-0.0004485785,0.0000000000,0.0049773186,0.0027902460,-0.0039203921,0.0159591908,-0.0031866153,0.0060948448,-0.0021748022,0.0022367202
2006-10-06,-0.0034013368,0.0009495250,0.0004487798,-0.0038937648,-0.0020392238,-0.0019477171,-0.0055096055,0.0047122912,-0.0055215301,-0.0073197413,-0.0011624169,-0.0026824943
2006-10-09,0.0028440555,-0.0149936461,0.0026904739,-0.0021038581,0.0011679543,0.0069697465,0.0035612841,0.0081308279,-0.0008766959,0.0067386464,0.0036372823,0.0007928841
2006-10-10,0.0000000000,0.0186901124,0.0008947496,-0.0042185271,0.0014581991,0.0060904255,-0.0035486463,0.0046520896,0.0073117682,0.0003787060,0.0052191338,0.0020434526
2006-10-11,-0.0025518603,-0.0158879283,-0.0004466438,-0.0003024144,0.0002913451,-0.0024763938,0.0015825662,-0.0089534533,0.0023231413,-0.0026515046,-0.0021632212,-0.0025639437
2006-10-12,0.0054017328,0.0234478153,0.0147511308,0.0060532022,0.0084424064,0.0132412126,0.0015806386,0.0102805901,-0.0002898015,0.0094939376,0.0148864742,0.0095410981
2006-10-13,0.0036765758,0.0137089835,0.0048463277,-0.0033094800,-0.0023097701,-0.0027223028,-0.0019726007,0.0098669966,0.0011596514,0.0096546687,0.0027056913,0.0020472393
2006-10-16,-0.0053536157,0.0235272410,-0.0004390902,0.0015093924,0.0066553776,-0.0008193750,0.0015811996,0.0073287250,0.0049197266,0.0042231454,-0.0038348093,0.0025190488
2006-10-17,0.0000000000,-0.0108595191,-0.0083330544,0.0027123589,-0.0054615509,-0.0035519525,-0.0019731885,-0.0069718494,0.0043205716,-0.0049472529,0.0024237051,-0.0036594521
2006-10-18,0.0028326777,-0.0064042248,-0.0026541324,0.0108211358,-0.0026011937,0.0008232388,0.0039541156,-0.0036632423,0.0108978130,0.0060900874,-0.0034131874,0.0012829441
2006-10-19,-0.0064965109,0.0206257623,0.0031048012,-0.0008923138,-0.0023179059,-0.0005480388,0.0023633284,0.0067402481,0.0039714869,-0.0024707813,0.0089909417,0.0008492547
2006-10-20,-0.0011381452,-0.0129914244,0.0061895090,0.0077377379,-0.0043570517,-0.0013707476,0.0035361595,-0.0054774296,0.0062165553,-0.0012387386,0.0074961697,0.0011997532
2006-10-23,0.0065473298,0.0018279713,0.0061511091,0.0026583632,0.0052511960,0.0131761229,0.0097879270,0.0064252014,0.0011234056,0.0047124298,0.0047731506,0.0061523046
2006-10-24,-0.0002826402,0.0182483019,-0.0069872626,-0.0032402679,0.0005801755,0.0037924634,-0.0031010669,0.0115543638,0.0008414236,-0.0028384969,-0.0040519513,0.0002614235
2006-10-25,0.0042430554,0.0172040763,0.0087951548,-0.0059101011,0.0008700822,-0.0035089436,0.0066117389,-0.0009018599,0.0106498826,0.0050741200,0.0033670700,0.0035138929
2006-10-26,0.0070421401,-0.0022902447,0.0052313646,0.0038645084,-0.0002894251,0.0138146612,0.0065686845,0.0021060044,-0.0044367104,0.0097277669,0.0106266214,0.0049630200
2006-10-27,-0.0075526873,-0.0081230770,-0.0130095464,-0.0041453598,-0.0072466141,-0.0098851363,-0.0034543430,0.0024016910,-0.0036210234,-0.0064634463,-0.0053957175,-0.0084516303
2006-10-30,0.0002823678,-0.0179810971,0.0035150125,-0.0056502038,0.0032118336,0.0062058559,-0.0042374370,0.0026948916,-0.0005596646,0.0095740679,-0.0090417032,0.0004284257
2006-10-31,-0.0016907028,0.0103339115,0.0013133775,-0.0041863488,-0.0023286736,-0.0021453855,-0.0007740277,0.0017923197,0.0011194286,-0.0012152993,-0.0051934870,0.0000071758
2006-11-01,-0.0062092210,-0.0102282141,-0.0043724707,-0.0072073204,-0.0049587713,-0.0077942449,-0.0077427170,-0.0077517756,0.0061465485,-0.0085217873,-0.0049386295,-0.0073514690
2006-11-02,-0.0028404099,0.0039882750,-0.0061486244,0.0054445700,-0.0035180800,-0.0010832777,-0.0015610292,0.0033054454,-0.0047209949,-0.0192749579,0.0043956509,-0.0003436828
2006-11-03,0.0000000000,0.0220299322,0.0000000000,-0.0051142400,-0.0020598416,-0.0075921640,-0.0046891503,-0.0032945554,-0.0072542784,-0.0097653139,-0.0009880352,-0.0022232342
2006-11-06,0.0116777680,0.0072433196,0.0119311815,0.0120956651,0.0088446340,0.0122950811,0.0035335738,0.0123192247,-0.0044967760,0.0085970371,0.0094687516,0.0113464633
2006-11-07,0.0022520089,-0.0077171677,0.0052398537,0.0077679520,0.0113972526,0.0026993858,0.0015651785,-0.0032646120,-0.0033880824,-0.0094008251,0.0069997554,0.0022176988
2006-11-08,0.0042134546,0.0167931031,0.0008689893,-0.0151197550,0.0014440715,0.0048450619,0.0035156920,0.0023820318,0.0099152968,0.0022779233,-0.0023634718,0.0020826740
2006-11-09,-0.0067131445,0.0083447849,-0.0004337422,-0.0234799551,-0.0060584630,-0.0032142701,-0.0058389796,0.0109926197,-0.0002806156,0.0025243710,-0.0144928995,-0.0053329784
2006-11-10,0.0081669174,-0.0094826739,0.0026050839,0.0015413312,0.0014514264,0.0032246349,0.0003917114,-0.0096973563,0.0075757848,0.0042820793,-0.0057974763,0.0018646249
2006-11-13,-0.0011175363,-0.0017411282,0.0086622625,0.0018463382,0.0078258743,0.0013399300,-0.0031314551,0.0097923159,-0.0002784788,0.0017551822,0.0021335450,0.0025490763
2006-11-14,0.0058727334,0.0059286882,0.0072988110,0.0082951466,0.0031637190,0.0109681094,0.0027485039,-0.0002937628,0.0025066927,0.0103894042,0.0056767291,0.0063563994
2006-11-15,-0.0013903905,0.0093607430,0.0021315692,0.0048751535,0.0097474192,0.0037044747,0.0050899138,0.0041151789,-0.0033341094,0.0022297511,-0.0036689545,0.0024044843
2006-11-16,0.0097440664,-0.0274773390,0.0038276339,0.0042450640,0.0045431507,0.0065914749,0.0070123370,-0.0052695787,0.0036242625,0.0049448091,0.0024081626,0.0022842132
2006-11-17,-0.0074439258,0.0082993230,0.0016952654,0.0030194521,0.0005655620,-0.0018338302,0.0015474944,-0.0044142195,0.0011111307,-0.0012300719,0.0062168484,0.0010287059
2006-11-20,0.0063887145,-0.0026268596,0.0000000000,-0.0024087099,-0.0033897993,-0.0039358454,-0.0030900200,0.0192139609,-0.0033301108,0.0316499674,-0.0009829277,-0.0004995370
2006-11-21,-0.0016560745,0.0184372309,-0.0004232558,-0.0015086132,0.0034013291,0.0028977991,-0.0015496428,0.0026097842,0.0016706187,0.0170710127,-0.0021084050,0.0016494528
2006-11-22,0.0011056257,-0.0058620661,0.0076174405,0.0021153955,0.0039546476,0.0021008509,0.0023277280,0.0138849338,0.0022233923,0.0028164916,-0.0028172566,0.0023380979
2006-11-24,-0.0049709687,-0.0020811014,-0.0021000285,-0.0042216173,-0.0019699274,-0.0052415017,-0.0038710778,0.0008565609,0.0038826968,0.0047986507,0.0002824552,-0.0036555375
2006-11-27,-0.0155422729,-0.0045186950,-0.0235692140,-0.0066629769,-0.0160697580,-0.0144928715,-0.0124368780,-0.0165337628,-0.0110499183,-0.0271405106,-0.0151110688,-0.0135550811
2006-11-28,0.0016908746,0.0160613782,0.0051722056,0.0021344259,-0.0011459618,-0.0005346542,0.0043294106,0.0040573292,0.0072624885,0.0027540589,0.0038719888,0.0034443905
2006-11-29,0.0061922354,0.0317866449,0.0064325720,0.0069971273,0.0080322156,0.0069553369,0.0086204850,0.0083720635,0.0124792153,0.0149256370,0.0157118896,0.0092015764
2006-11-30,-0.0019579641,0.0076609079,0.0021304511,0.0048333464,-0.0005696627,0.0010626857,-0.0050512398,0.0020042787,0.0062996532,0.0111758262,0.0063277996,0.0008217512
2006-12-01,-0.0058853188,0.0034700243,-0.0085037927,-0.0009015959,-0.0056943938,-0.0013265081,-0.0031230508,-0.0079999070,-0.0005440676,-0.0023263269,-0.0018161222,-0.0027987719
2006-12-04,0.0140963837,-0.0014820268,0.0128648263,-0.0048147611,0.0128865415,0.0106292857,0.0144927454,0.0146886293,0.0078971260,0.0128279771,0.0116196597,0.0088851906
2006-12-05,0.0047263838,0.0039586546,0.0004235098,0.0039310364,0.0022617835,0.0084144963,0.0054054932,0.0042578466,0.0024318191,-0.0072537913,0.0019372893,0.0040025084
2006-12-06,0.0013828913,-0.0027927226,-0.0063482852,0.0015062095,-0.0033852551,-0.0007826898,0.0011520128,-0.0039571578,-0.0048515344,-0.0010442515,0.0048341832,-0.0013147003
2006-12-07,-0.0024870495,-0.0059310756,-0.0038328432,-0.0021055381,-0.0016983770,-0.0046970043,-0.0019182446,0.0062426209,-0.0010834429,-0.0107971682,0.0004124297,-0.0039705466
2006-12-08,0.0030473273,-0.0011598579,0.0000000000,0.0018083471,0.0011344939,0.0020978943,0.0019219313,0.0025384852,-0.0029825972,0.0004687783,0.0019232059,0.0018119412
2006-12-11,0.0055236494,-0.0024889795,0.0059855395,0.0021059300,-0.0045310164,0.0036626677,0.0019176265,-0.0036567851,0.0054394158,0.0053965192,0.0069943173,0.0022698131
2006-12-12,0.0008240388,0.0023282044,-0.0033994629,0.0003004565,0.0017067559,-0.0054750380,-0.0022972164,-0.0112932666,0.0037861047,-0.0045501674,0.0042216940,-0.0010473733
2006-12-13,0.0010975285,0.0101233769,0.0017051607,-0.0021008731,-0.0034084086,0.0052431714,-0.0003839571,0.0059966307,0.0037733483,-0.0055098584,-0.0016267739,0.0011688503
2006-12-14,0.0084974941,0.0144570436,0.0085150756,0.0051128620,0.0056997383,0.0104301785,0.0038392516,0.0073803339,0.0016102603,0.0018864521,0.0023084977,0.0086894585
2006-12-15,0.0024924393,-0.0090310701,0.0002117546,0.0032124328,0.0055129991,-0.0041953642,0.0016140317,0.0075198243,-0.0009191026,-0.0058828202,0.0031173700,0.0011224039
2006-12-18,0.0049186650,-0.0288480755,-0.0038203663,0.0020953203,0.0011364375,-0.0007805405,-0.0007671752,-0.0101782994,-0.0070387058,-0.0029579906,-0.0051030235,-0.0032303397
2006-12-19,-0.0008162479,0.0170463763,-0.0063911377,0.0050774475,0.0002838261,0.0005207668,0.0007677642,0.0074266897,0.0043622705,-0.0077150462,-0.0049508465,0.0021582507
2006-12-20,0.0032652269,-0.0136072422,0.0004292518,0.0005944272,0.0014185710,-0.0002603114,0.0007674212,-0.0048198844,-0.0032573660,0.0083130562,-0.0013816456,-0.0014170106
2006-12-21,-0.0043389692,-0.0047105028,-0.0047149011,-0.0026729761,-0.0019829353,-0.0044237143,0.0003833242,-0.0119657634,-0.0005447533,-0.0096153714,0.0008299256,-0.0036739516
2006-12-22,-0.0049032681,-0.0096348987,-0.0077520823,-0.0041690272,-0.0062450032,-0.0007839065,-0.0007658016,-0.0054786734,-0.0035425720,-0.0077671280,-0.0049777504,-0.0053162510
2006-12-26,0.0090332114,0.0011945640,0.0056423308,0.0005980801,0.0048557945,0.0031391077,0.0038350170,0.0086983417,0.0049224831,0.0100294516,0.0061145320,0.0043522744
2006-12-27,0.0070538557,0.0117627396,0.0073370998,0.0047813815,0.0051167186,0.0065186639,0.0034394012,0.0097727666,0.0054420695,0.0087187415,0.0104970599,0.0070152737
2006-12-28,-0.0045797989,-0.0021902327,-0.0004283577,-0.0011894385,-0.0033938068,-0.0010361074,-0.0003808187,-0.0014229277,-0.0059539762,0.0030013976,0.0030073181,-0.0014787821
2006-12-29,-0.0056834495,-0.0099631732,-0.0030005256,-0.0026802197,-0.0065267447,-0.0051874297,-0.0049521624,-0.0068419818,-0.0002721499,-0.0023935666,0.0017715043,-0.0045130879
2007-01-03,0.0048992666,-0.0349648414,0.0030095558,0.0002987533,0.0062842483,0.0041715072,0.0065080632,-0.0066014643,0.0027228507,0.0062383332,0.0005442175,-0.0011986697
2007-01-04,-0.0032503780,-0.0182041694,0.0154310640,0.0113431695,-0.0042577354,-0.0002595173,0.0015211708,-0.0046230697,-0.0013578300,-0.0002380238,-0.0031270953,0.0012282862
2007-01-05,-0.0078795744,0.0066602394,-0.0080207260,-0.0056080515,-0.0034205794,-0.0067516735,-0.0072155915,-0.0066761136,-0.0179491685,-0.0155040663,-0.0143207310,-0.0060845813
2007-01-08,0.0043822196,0.0000000000,0.0029791337,0.0011876015,0.0037180235,0.0015688611,0.0015295929,0.0000000000,-0.0005542662,-0.0002421079,0.0053965399,0.0022203183
2007-01-09,-0.0016366428,-0.0085835617,0.0012726369,-0.0011861928,-0.0005696846,0.0054814569,0.0022925692,0.0002920180,0.0008313427,0.0117530491,-0.0056429852,-0.0005166760
2007-01-10,0.0032779004,-0.0192999283,0.0050845976,0.0017807676,0.0034215550,0.0051921204,0.0041918922,0.0070113774,0.0002768496,0.0159283626,0.0044291051,0.0019403519
2007-01-11,0.0062617414,-0.0057023571,0.0101178541,0.0109632522,0.0082410014,0.0111053858,0.0075901770,0.0107339506,0.0011072986,0.0114347493,0.0146065312,0.0063398741
2007-01-12,0.0010819146,0.0255276710,0.0025042552,0.0046895198,0.0028185942,0.0028095633,-0.0015064551,0.0111939318,-0.0082935912,0.0034962855,0.0046177192,0.0048531657
2007-01-16,0.0027032569,-0.0102812754,-0.0020817686,0.0023332306,0.0053398414,0.0035661908,0.0007543337,0.0025545429,0.0030660469,0.0114981212,-0.0014870756,0.0008177951
2007-01-17,-0.0026959690,0.0111169380,-0.0129328456,0.0058210541,0.0008391716,0.0000000000,0.0030154836,0.0033975425,0.0022233102,0.0029853495,-0.0077173100,-0.0008939376
2007-01-18,-0.0040536311,-0.0073898621,-0.0114117270,0.0028934894,-0.0044694076,0.0055831620,-0.0015034198,-0.0059254444,-0.0005542059,-0.0034340712,0.0061400932,-0.0029707400
2007-01-19,0.0029849858,0.0274197425,-0.0004273371,0.0002882056,-0.0005615140,-0.0002519426,0.0015056834,0.0153281619,0.0002769456,0.0088456285,0.0031189591,0.0028954653
2007-01-22,-0.0008119010,-0.0068928044,-0.0072707785,-0.0060560488,-0.0109485683,-0.0063114296,-0.0011273088,-0.0103440033,-0.0002768689,-0.0030748449,-0.0021629406,-0.0052779090
2007-01-23,-0.0005413038,0.0259829006,0.0000000000,-0.0052240117,0.0116378153,0.0035571297,0.0018812298,0.0127118654,0.0058266400,0.0028554359,0.0059608818,0.0035419651
2007-01-24,0.0102953710,0.0043363739,0.0180952782,0.0075845979,-0.0028059400,0.0037977235,0.0037547325,0.0103206795,0.0033106923,0.0136673630,0.0235695930,0.0085014704
2007-01-25,-0.0144813837,-0.0205520303,-0.0122724145,-0.0034741973,-0.0053459292,-0.0158897849,-0.0063602059,-0.0033130393,-0.0008249420,0.0059551889,-0.0075003101,-0.0112698023
2007-01-26,0.0019053861,0.0024682092,0.0004283577,-0.0055203782,-0.0039604954,-0.0048693981,-0.0026352599,-0.0005539418,-0.0024768691,0.0030158609,0.0019884266,-0.0012079294
2007-01-29,-0.0048889926,-0.0049248062,0.0042830048,-0.0014606925,0.0022720717,0.0025759640,0.0026422228,-0.0038803038,0.0033106923,0.0028955122,0.0001326159,-0.0010969487
2007-01-30,0.0038212735,0.0203286165,0.0059698176,0.0049737758,-0.0005671615,0.0028251262,-0.0007525520,0.0027822811,0.0030237940,0.0034417793,0.0108480477,0.0057720933
2007-01-31,0.0081559367,0.0064100245,0.0059348068,0.0046574194,0.0133262093,0.0107583616,0.0041443277,0.0058271176,0.0030156001,0.0113980806,0.0051039200,0.0065928838
2007-02-01,0.0064727988,0.0036151285,-0.0042142115,0.0084037460,0.0086731937,0.0035477442,0.0037528195,0.0121376484,0.0084721970,-0.0005473327,-0.0016929947,0.0053537318
2007-02-02,0.0018754550,0.0056603355,0.0050783516,-0.0020116279,0.0038838254,0.0027780067,0.0018684953,-0.0016348655,0.0054200501,0.0071153684,0.0028700199,0.0016944502
2007-02-05,-0.0002670003,-0.0010233806,-0.0025258808,-0.0002873939,0.0019343998,-0.0032736069,-0.0033576530,-0.0040957940,0.0107816630,-0.0006516344,-0.0033817234,-0.0009666073
2007-02-06,0.0045475748,-0.0030730531,-0.0012670197,-0.0028802316,0.0002756131,0.0035369256,-0.0014977912,0.0068537359,0.0053333293,0.0137040648,-0.0001304960,0.0006980074
2007-02-07,0.0037283016,-0.0059938654,0.0046495566,0.0014436966,-0.0008269929,0.0047835818,-0.0022494257,0.0000000000,0.0037138522,0.0146997938,0.0032628253,0.0013950411
2007-02-08,-0.0031833348,0.0101649052,0.0012623425,-0.0008650617,-0.0068983293,-0.0020048083,-0.0018795307,0.0010890385,0.0018495615,-0.0076136618,0.0002604789,-0.0011792671
2007-02-09,-0.0106473205,-0.0040932888,-0.0109248235,-0.0028865758,-0.0038900673,-0.0092892714,-0.0015054661,-0.0046238117,0.0034291078,-0.0141715813,-0.0107952172,-0.0070772138
2007-02-12,-0.0024214797,-0.0138723044,-0.0042483310,-0.0043425918,0.0016737486,-0.0048149150,-0.0022625107,0.0040986788,-0.0036801670,-0.0167528259,-0.0073622372,-0.0032613822
2007-02-13,0.0072818871,0.0145878790,0.0038400307,0.0040706753,0.0080753812,0.0086578668,0.0034013408,0.0201358563,0.0087071512,0.0178078837,0.0113908522,0.0075974903
2007-02-14,0.0096387780,0.0001715673,0.0140243726,0.0052127281,0.0146409573,0.0053019262,0.0060263640,0.0061347598,0.0070628670,-0.0061559963,0.0066786741,0.0076440800
2007-02-15,0.0015909594,-0.0075303229,0.0037721264,0.0046098075,0.0021781223,0.0032648699,0.0059902644,0.0047724366,-0.0085720345,0.0082588642,0.0022115809,0.0010375934
2007-02-16,-0.0002649511,0.0001724852,-0.0020880582,-0.0040153315,-0.0040749810,-0.0012521169,0.0014884548,-0.0050134323,0.0018344530,-0.0034490798,0.0016874946,-0.0008717811
2007-02-20,0.0052963290,-0.0112071833,0.0004190403,0.0005762502,0.0016369939,0.0072679688,0.0052026831,0.0082208281,0.0026148154,0.0084363017,0.0016845766,0.0028443152
2007-02-21,-0.0042146500,0.0109853877,-0.0016728914,-0.0046047313,0.0027234121,-0.0039804691,-0.0055455707,0.0063122239,-0.0041733004,-0.0052552699,0.0015522286,-0.0014044508
2007-02-22,-0.0039682024,0.0089688873,0.0054462392,-0.0014450267,-0.0032595339,-0.0022485259,-0.0037177034,-0.0002613343,0.0013096585,-0.0050674686,0.0016790623,-0.0008575564
2007-02-23,-0.0092960882,0.0025641362,-0.0008338717,-0.0043425918,-0.0027247463,-0.0022536543,0.0007465306,0.0039211155,0.0115093541,-0.0141957751,-0.0027078309,-0.0035636739
2007-02-26,-0.0072386584,0.0059675268,-0.0025017572,0.0040706753,-0.0057378125,-0.0085318582,-0.0003724489,0.0091149422,0.0237909723,-0.0064857409,0.0047839512,-0.0012541062
2007-02-27,-0.0467184581,-0.0398306648,-0.0384618583,-0.0304084193,-0.0299530630,-0.0344212941,-0.0227530216,-0.0405161253,-0.0363726771,-0.0324184223,-0.0371892122,-0.0347254022
2007-02-28,0.0184132192,0.0044129804,0.0039134917,0.0068700233,0.0011329043,0.0034072120,0.0015270694,0.0010757022,0.0099606813,0.0077755900,0.0122959837,0.0055608896
2007-03-01,-0.0011127885,-0.0031637878,-0.0008658847,-0.0044498309,-0.0016972769,-0.0057472811,0.0022859812,-0.0042988857,0.0031141040,-0.0062408408,-0.0029046470,-0.0025944346
2007-03-02,-0.0114173287,-0.0118118902,-0.0186394138,-0.0089395205,-0.0124716751,-0.0073563628,-0.0155887896,-0.0164594567,-0.0155236325,-0.0206665095,-0.0132416328,-0.0114027520
2007-03-05,-0.0157745832,-0.0115971454,0.0022085522,-0.0051109531,-0.0025835234,-0.0132351910,-0.0034767205,-0.0131688556,-0.0126153218,-0.0354442384,-0.0187866525,-0.0094076778
2007-03-06,0.0208926579,0.0189535730,0.0154252555,0.0105771060,0.0115110592,0.0171679162,0.0077522964,0.0202946938,0.0149059183,0.0344495487,0.0160009430,0.0154935807
2007-03-07,-0.0058870124,0.0124001931,-0.0125868936,0.0002991999,-0.0039834234,-0.0010546231,-0.0038462070,-0.0049042082,-0.0020981422,-0.0142555286,-0.0079421661,-0.0024652707
2007-03-08,0.0090238689,0.0087486828,0.0083519197,0.0032884566,0.0074263001,0.0079191191,0.0092665006,0.0098575490,0.0052563350,0.0160028031,0.0124833996,0.0071266221
2007-03-09,0.0025156470,-0.0043369677,0.0026150677,0.0020857155,0.0051038199,0.0020955866,0.0030604737,0.0116595888,-0.0013074568,0.0122506107,0.0030822548,0.0006776218
2007-03-12,0.0000000000,-0.0013930519,0.0060872622,0.0000000000,0.0047952901,-0.0013067236,0.0011440765,0.0032157057,0.0099478416,0.0050716170,0.0062793217,0.0026802842
2007-03-13,-0.0298298650,-0.0134335543,-0.0159891908,-0.0163543598,-0.0168441664,-0.0183199192,-0.0190477604,-0.0243115614,-0.0134786087,-0.0263762015,-0.0134095580,-0.0203682816
2007-03-14,0.0022985306,0.0114944880,0.0092222008,0.0039299078,0.0039978163,-0.0018658613,0.0019415568,0.0062978609,0.0049923147,0.0047111923,0.0014801154,0.0066911667
2007-03-15,0.0120419776,-0.0001752265,0.0004350682,0.0024085664,0.0011372578,0.0021368090,0.0127910218,0.0190477256,0.0128104001,0.0075033331,0.0026876589,0.0036837483
2007-03-16,-0.0037559753,-0.0107535352,-0.0017401571,0.0010255412,0.0035874262,-0.0035245412,-0.0027304674,-0.0080748750,-0.0034252825,-0.0055857451,-0.0013402663,-0.0038283090
2007-03-19,0.0065681187,0.0159604580,0.0065363758,0.0078315934,0.0070924219,0.0147369764,0.0065557455,0.0148250101,0.0072912809,0.0100637584,0.0104670483,0.0108944864
2007-03-20,0.0090779301,0.0071560947,0.0064935037,0.0050802598,0.0025349950,0.0073940913,0.0095787877,0.0042501792,0.0144780629,0.0032437780,0.0059762715,0.0063334540
2007-03-21,0.0227719703,0.0180245471,0.0202149678,0.0101100336,0.0137679734,0.0157275379,0.0094876024,0.0113723748,0.0117225458,0.0140877040,0.0149171981,0.0170808813
2007-03-22,-0.0060471528,0.0200885503,-0.0037943894,0.0035326622,0.0019401634,-0.0028390794,0.0048871040,-0.0047070256,-0.0010077444,-0.0007974853,0.0042927418,-0.0003484223
